Zeit in s;Spannung in V;1.5 V LR03 (AAA Alkali-Mangan)
9469;1.111;
9470;1.111;
9471;1.111;
9472;1.111;
9473;1.112;
9474;1.112;
9475;1.112;
9476;1.111;
9477;1.112;
9478;1.112;
9479;1.112;
9480;1.111;
9481;1.111;
9482;1.111;
9483;1.111;
9484;1.112;
9485;1.111;
9486;1.111;
9487;1.111;
9488;1.112;
9489;1.112;
9490;1.112;
9491;1.111;
9492;1.111;
9493;1.112;
9494;1.112;
9495;1.111;
9496;1.111;
9497;1.112;
9498;1.111;
9499;1.111;
9500;1.112;
9501;1.111;
9502;1.111;
9503;1.111;
9504;1.111;
9505;1.111;
9506;1.112;
9507;1.111;
9508;1.111;
9509;1.112;
9510;1.111;
9511;1.112;
9512;1.111;
9513;1.111;
9514;1.111;
9515;1.111;
9516;1.111;
9517;1.111;
9518;1.111;
9519;1.111;
9520;1.111;
9521;1.111;
9522;1.111;
9523;1.111;
9524;1.111;
9525;1.111;
9526;1.111;
9527;1.111;
9528;1.111;
9529;1.111;
9530;1.11;
9531;1.111;
9532;1.111;
9533;1.111;
9534;1.111;
9535;1.11;
9536;1.111;
9537;1.111;
9538;1.111;
9539;1.11;
9540;1.111;
9541;1.111;
9542;1.111;
9543;1.111;
9544;1.11;
9545;1.111;
9546;1.11;
9547;1.111;
9548;1.111;
9549;1.11;
9550;1.11;
9551;1.111;
9552;1.111;
9553;1.111;
9554;1.11;
9555;1.11;
9556;1.111;
9557;1.11;
9558;1.11;
9559;1.111;
9560;1.11;
9561;1.11;
9562;1.111;
9563;1.11;
9564;1.111;
9565;1.111;
9566;1.11;
9567;1.11;
9568;1.111;
9569;1.111;
9570;1.11;
9571;1.11;
9572;1.11;
9573;1.11;
9574;1.111;
9575;1.111;
9576;1.11;
9577;1.11;
9578;1.11;
9579;1.11;
9580;1.111;
9581;1.11;
9582;1.11;
9583;1.111;
9584;1.111;
9585;1.11;
9586;1.11;
9587;1.11;
9588;1.111;
9589;1.11;
9590;1.11;
9591;1.11;
9592;1.11;
9593;1.11;
9594;1.11;
9595;1.11;
9596;1.11;
9597;1.109;
9598;1.11;
9599;1.11;
9600;1.11;
9601;1.109;
9602;1.11;
9603;1.11;
9604;1.11;
9605;1.109;
9606;1.11;
9607;1.11;
9608;1.11;
9609;1.11;
9610;1.11;
9611;1.11;
9612;1.11;
9613;1.109;
9614;1.11;
9615;1.11;
9616;1.11;
9617;1.111;
9618;1.11;
9619;1.109;
9620;1.11;
9621;1.111;
9622;1.109;
9623;1.11;
9624;1.11;
9625;1.109;
9626;1.11;
9627;1.109;
9628;1.109;
9629;1.11;
9630;1.109;
9631;1.109;
9632;1.109;
9633;1.109;
9634;1.109;
9635;1.11;
9636;1.109;
9637;1.11;
9638;1.11;
9639;1.109;
9640;1.11;
9641;1.11;
9642;1.11;
9643;1.11;
9644;1.109;
9645;1.109;
9646;1.109;
9647;1.109;
9648;1.109;
9649;1.109;
9650;1.109;
9651;1.109;
9652;1.11;
9653;1.109;
9654;1.109;
9655;1.109;
9656;1.11;
9657;1.11;
9658;1.109;
9659;1.109;
9660;1.109;
9661;1.109;
9662;1.109;
9663;1.109;
9664;1.109;
9665;1.109;
9666;1.109;
9667;1.109;
9668;1.109;
9669;1.109;
9670;1.109;
9671;1.11;
9672;1.11;
9673;1.109;
9674;1.108;
9675;1.11;
9676;1.109;
9677;1.109;
9678;1.109;
9679;1.109;
9680;1.109;
9681;1.109;
9682;1.108;
9683;1.109;
9684;1.108;
9685;1.109;
9686;1.109;
9687;1.109;
9688;1.109;
9689;1.108;
9690;1.109;
9691;1.109;
9692;1.109;
9693;1.108;
9694;1.109;
9695;1.109;
9696;1.108;
9697;1.109;
9698;1.108;
9699;1.108;
9700;1.109;
9701;1.108;
9702;1.109;
9703;1.108;
9704;1.108;
9705;1.109;
9706;1.108;
9707;1.108;
9708;1.107;
9709;1.108;
9710;1.108;
9711;1.108;
9712;1.108;
9713;1.109;
9714;1.108;
9715;1.109;
9716;1.108;
9717;1.109;
9718;1.108;
9719;1.108;
9720;1.109;
9721;1.108;
9722;1.109;
9723;1.108;
9724;1.109;
9725;1.109;
9726;1.108;
9727;1.108;
9728;1.107;
9729;1.108;
9730;1.108;
9731;1.108;
9732;1.108;
9733;1.108;
9734;1.108;
9735;1.109;
9736;1.108;
9737;1.108;
9738;1.108;
9739;1.108;
9740;1.108;
9741;1.108;
9742;1.107;
9743;1.107;
9744;1.108;
9745;1.108;
9746;1.108;
9747;1.108;
9748;1.108;
9749;1.108;
9750;1.108;
9751;1.107;
9752;1.108;
9753;1.108;
9754;1.108;
9755;1.108;
9756;1.108;
9757;1.108;
9758;1.108;
9759;1.108;
9760;1.108;
9761;1.108;
9762;1.107;
9763;1.108;
9764;1.107;
9765;1.108;
9766;1.108;
9767;1.108;
9768;1.108;
9769;1.108;
9770;1.108;
9771;1.107;
9772;1.107;
9773;1.107;
9774;1.107;
9775;1.107;
9776;1.108;
9777;1.107;
9778;1.107;
9779;1.108;
9780;1.108;
9781;1.107;
9782;1.107;
9783;1.107;
9784;1.107;
9785;1.107;
9786;1.107;
9787;1.106;
9788;1.107;
9789;1.107;
9790;1.107;
9791;1.107;
9792;1.107;
9793;1.107;
9794;1.107;
9795;1.107;
9796;1.108;
9797;1.107;
9798;1.107;
9799;1.107;
9800;1.107;
9801;1.107;
9802;1.107;
9803;1.107;
9804;1.107;
9805;1.106;
9806;1.106;
9807;1.107;
9808;1.107;
9809;1.107;
9810;1.106;
9811;1.107;
9812;1.107;
9813;1.106;
9814;1.107;
9815;1.107;
9816;1.107;
9817;1.107;
9818;1.107;
9819;1.106;
9820;1.107;
9821;1.106;
9822;1.106;
9823;1.106;
9824;1.107;
9825;1.107;
9826;1.106;
9827;1.106;
9828;1.107;
9829;1.107;
9830;1.107;
9831;1.106;
9832;1.107;
9833;1.106;
9834;1.106;
9835;1.106;
9836;1.106;
9837;1.107;
9838;1.106;
9839;1.106;
9840;1.106;
9841;1.106;
9842;1.107;
9843;1.106;
9844;1.105;
9845;1.106;
9846;1.107;
9847;1.106;
9848;1.106;
9849;1.107;
9850;1.106;
9851;1.106;
9852;1.106;
9853;1.106;
9854;1.106;
9855;1.106;
9856;1.106;
9857;1.106;
9858;1.106;
9859;1.106;
9860;1.106;
9861;1.106;
9862;1.106;
9863;1.106;
9864;1.106;
9865;1.106;
9866;1.106;
9867;1.106;
9868;1.106;
9869;1.106;
9870;1.106;
9871;1.106;
9872;1.106;
9873;1.106;
9874;1.106;
9875;1.106;
9876;1.106;
9877;1.106;
9878;1.106;
9879;1.106;
9880;1.106;
9881;1.106;
9882;1.106;
9883;1.105;
9884;1.105;
9885;1.105;
9886;1.106;
9887;1.105;
9888;1.106;
9889;1.105;
9890;1.106;
9891;1.105;
9892;1.106;
9893;1.105;
9894;1.106;
9895;1.106;
9896;1.105;
9897;1.106;
9898;1.106;
9899;1.105;
9900;1.105;
9901;1.105;
9902;1.106;
9903;1.105;
9904;1.105;
9905;1.105;
9906;1.105;
9907;1.105;
9908;1.106;
9909;1.105;
9910;1.105;
9911;1.106;
9912;1.105;
9913;1.105;
9914;1.105;
9915;1.105;
9916;1.105;
9917;1.105;
9918;1.105;
9919;1.105;
9920;1.104;
9921;1.105;
9922;1.105;
9923;1.105;
9924;1.105;
9925;1.105;
9926;1.105;
9927;1.105;
9928;1.105;
9929;1.104;
9930;1.104;
9931;1.104;
9932;1.105;
9933;1.105;
9934;1.105;
9935;1.104;
9936;1.104;
9937;1.104;
9938;1.104;
9939;1.105;
9940;1.105;
9941;1.105;
9942;1.104;
9943;1.104;
9944;1.105;
9945;1.104;
9946;1.105;
9947;1.105;
9948;1.105;
9949;1.105;
9950;1.104;
9951;1.104;
9952;1.104;
9953;1.104;
9954;1.105;
9955;1.105;
9956;1.103;
9957;1.105;
9958;1.104;
9959;1.104;
9960;1.104;
9961;1.104;
9962;1.104;
9963;1.104;
9964;1.104;
9965;1.104;
9966;1.104;
9967;1.104;
9968;1.105;
9969;1.103;
9970;1.105;
9971;1.104;
9972;1.105;
9973;1.104;
9974;1.104;
9975;1.105;
9976;1.104;
9977;1.103;
9978;1.104;
9979;1.104;
9980;1.104;
9981;1.104;
9982;1.104;
9983;1.103;
9984;1.104;
9985;1.104;
9986;1.104;
9987;1.104;
9988;1.104;
9989;1.104;
9990;1.104;
9991;1.103;
9992;1.104;
9993;1.103;
9994;1.104;
9995;1.104;
9996;1.104;
9997;1.104;
9998;1.103;
9999;1.104;
10000;1.104;
10001;1.104;
10002;1.104;
10003;1.104;
10004;1.104;
10005;1.104;
10006;1.104;
10007;1.104;
10008;1.103;
10009;1.104;
10010;1.103;
10011;1.103;
10012;1.103;
10013;1.103;
10014;1.103;
10015;1.103;
10016;1.104;
10017;1.103;
10018;1.103;
10019;1.104;
10020;1.104;
10021;1.104;
10022;1.103;
10023;1.103;
10024;1.103;
10025;1.103;
10026;1.104;
10027;1.103;
10028;1.103;
10029;1.103;
10030;1.103;
10031;1.103;
10032;1.103;
10033;1.103;
10034;1.103;
10035;1.103;
10036;1.103;
10037;1.103;
10038;1.103;
10039;1.103;
10040;1.103;
10041;1.103;
10042;1.103;
10043;1.104;
10044;1.102;
10045;1.103;
10046;1.103;
10047;1.103;
10048;1.103;
10049;1.103;
10050;1.103;
10051;1.103;
10052;1.103;
10053;1.103;
10054;1.103;
10055;1.103;
10056;1.103;
10057;1.102;
10058;1.102;
10059;1.103;
10060;1.102;
10061;1.103;
10062;1.103;
10063;1.103;
10064;1.103;
10065;1.102;
10066;1.102;
10067;1.102;
10068;1.103;
10069;1.103;
10070;1.103;
10071;1.102;
10072;1.103;
10073;1.103;
10074;1.102;
10075;1.103;
10076;1.103;
10077;1.102;
10078;1.102;
10079;1.103;
10080;1.103;
10081;1.102;
10082;1.102;
10083;1.103;
10084;1.102;
10085;1.103;
10086;1.103;
10087;1.102;
10088;1.102;
10089;1.103;
10090;1.103;
10091;1.102;
10092;1.102;
10093;1.103;
10094;1.102;
10095;1.102;
10096;1.103;
10097;1.102;
10098;1.102;
10099;1.102;
10100;1.101;
10101;1.102;
10102;1.102;
10103;1.102;
10104;1.102;
10105;1.103;
10106;1.102;
10107;1.103;
10108;1.102;
10109;1.101;
10110;1.102;
10111;1.102;
10112;1.102;
10113;1.103;
10114;1.103;
10115;1.102;
10116;1.102;
10117;1.102;
10118;1.102;
10119;1.102;
10120;1.102;
10121;1.102;
10122;1.101;
10123;1.102;
10124;1.101;
10125;1.102;
10126;1.102;
10127;1.102;
10128;1.102;
10129;1.102;
10130;1.101;
10131;1.103;
10132;1.102;
10133;1.101;
10134;1.102;
10135;1.102;
10136;1.102;
10137;1.102;
10138;1.102;
10139;1.102;
10140;1.101;
10141;1.101;
10142;1.102;
10143;1.101;
10144;1.102;
10145;1.102;
10146;1.101;
10147;1.102;
10148;1.101;
10149;1.102;
10150;1.102;
10151;1.101;
10152;1.102;
10153;1.102;
10154;1.101;
10155;1.101;
10156;1.102;
10157;1.101;
10158;1.102;
10159;1.1;
10160;1.101;
10161;1.101;
10162;1.102;
10163;1.102;
10164;1.102;
10165;1.1;
10166;1.101;
10167;1.101;
10168;1.101;
10169;1.101;
10170;1.101;
10171;1.101;
10172;1.101;
10173;1.101;
10174;1.101;
10175;1.101;
10176;1.101;
10177;1.102;
10178;1.101;
10179;1.101;
10180;1.1;
10181;1.101;
10182;1.101;
10183;1.1;
10184;1.101;
10185;1.101;
10186;1.101;
10187;1.101;
10188;1.1;
10189;1.1;
10190;1.101;
10191;1.1;
10192;1.101;
10193;1.101;
10194;1.101;
10195;1.101;
10196;1.1;
10197;1.101;
10198;1.101;
10199;1.1;
10200;1.1;
10201;1.101;
10202;1.1;
10203;1.1;
10204;1.101;
10205;1.101;
10206;1.101;
10207;1.101;
10208;1.101;
10209;1.101;
10210;1.1;
10211;1.101;
10212;1.1;
10213;1.101;
10214;1.1;
10215;1.1;
10216;1.101;
10217;1.101;
10218;1.1;
10219;1.1;
10220;1.1;
10221;1.1;
10222;1.101;
10223;1.1;
10224;1.1;
10225;1.1;
10226;1.1;
10227;1.101;
10228;1.1;
10229;1.101;
10230;1.101;
10231;1.1;
10232;1.099;
10233;1.101;
10234;1.1;
10235;1.1;
10236;1.1;
10237;1.1;
10238;1.1;
10239;1.099;
10240;1.1;
10241;1.1;
10242;1.1;
10243;1.1;
10244;1.101;
10245;1.1;
10246;1.1;
10247;1.101;
10248;1.101;
10249;1.099;
10250;1.1;
10251;1.1;
10252;1.1;
10253;1.101;
10254;1.1;
10255;1.1;
10256;1.1;
10257;1.1;
10258;1.099;
10259;1.1;
10260;1.1;
10261;1.1;
10262;1.1;
10263;1.099;
10264;1.1;
10265;1.1;
10266;1.099;
10267;1.1;
10268;1.099;
10269;1.099;
10270;1.1;
10271;1.1;
10272;1.1;
10273;1.099;
10274;1.1;
10275;1.1;
10276;1.099;
10277;1.1;
10278;1.099;
10279;1.1;
10280;1.1;
10281;1.099;
10282;1.1;
10283;1.099;
10284;1.099;
10285;1.099;
10286;1.099;
10287;1.1;
10288;1.1;
10289;1.1;
10290;1.099;
10291;1.099;
10292;1.1;
10293;1.099;
10294;1.098;
10295;1.099;
10296;1.099;
10297;1.1;
10298;1.1;
10299;1.099;
10300;1.099;
10301;1.099;
10302;1.099;
10303;1.098;
10304;1.099;
10305;1.099;
10306;1.099;
10307;1.099;
10308;1.099;
10309;1.099;
10310;1.099;
10311;1.099;
10312;1.099;
10313;1.099;
10314;1.099;
10315;1.1;
10316;1.099;
10317;1.1;
10318;1.098;
10319;1.098;
10320;1.1;
10321;1.099;
10322;1.099;
10323;1.098;
10324;1.099;
10325;1.098;
10326;1.099;
10327;1.099;
10328;1.099;
10329;1.099;
10330;1.099;
10331;1.099;
10332;1.1;
10333;1.098;
10334;1.098;
10335;1.098;
10336;1.099;
10337;1.098;
10338;1.099;
10339;1.099;
10340;1.099;
10341;1.098;
10342;1.099;
10343;1.099;
10344;1.098;
10345;1.098;
10346;1.099;
10347;1.098;
10348;1.099;
10349;1.099;
10350;1.099;
10351;1.098;
10352;1.099;
10353;1.098;
10354;1.098;
10355;1.098;
10356;1.099;
10357;1.098;
10358;1.098;
10359;1.099;
10360;1.098;
10361;1.098;
10362;1.098;
10363;1.098;
10364;1.098;
10365;1.098;
10366;1.099;
10367;1.098;
10368;1.098;
10369;1.098;
10370;1.098;
10371;1.098;
10372;1.098;
10373;1.099;
10374;1.098;
10375;1.098;
10376;1.098;
10377;1.099;
10378;1.098;
10379;1.098;
10380;1.098;
10381;1.098;
10382;1.098;
10383;1.098;
10384;1.098;
10385;1.098;
10386;1.098;
10387;1.098;
10388;1.098;
10389;1.098;
10390;1.098;
10391;1.097;
10392;1.098;
10393;1.098;
10394;1.098;
10395;1.098;
10396;1.098;
10397;1.098;
10398;1.098;
10399;1.098;
10400;1.098;
10401;1.098;
10402;1.098;
10403;1.098;
10404;1.097;
10405;1.098;
10406;1.098;
10407;1.097;
10408;1.098;
10409;1.098;
10410;1.098;
10411;1.097;
10412;1.098;
10413;1.098;
10414;1.097;
10415;1.097;
10416;1.098;
10417;1.098;
10418;1.098;
10419;1.097;
10420;1.098;
10421;1.097;
10422;1.097;
10423;1.098;
10424;1.097;
10425;1.098;
10426;1.098;
10427;1.098;
10428;1.097;
10429;1.098;
10430;1.097;
10431;1.098;
10432;1.097;
10433;1.097;
10434;1.098;
10435;1.097;
10436;1.098;
10437;1.098;
10438;1.097;
10439;1.098;
10440;1.098;
10441;1.097;
10442;1.097;
10443;1.097;
10444;1.097;
10445;1.097;
10446;1.097;
10447;1.098;
10448;1.097;
10449;1.097;
10450;1.097;
10451;1.097;
10452;1.098;
10453;1.098;
10454;1.097;
10455;1.097;
10456;1.097;
10457;1.097;
10458;1.097;
10459;1.097;
10460;1.098;
10461;1.097;
10462;1.098;
10463;1.098;
10464;1.097;
10465;1.097;
10466;1.097;
10467;1.097;
10468;1.097;
10469;1.097;
10470;1.097;
10471;1.097;
10472;1.097;
10473;1.097;
10474;1.097;
10475;1.097;
10476;1.097;
10477;1.097;
10478;1.097;
10479;1.096;
10480;1.097;
10481;1.096;
10482;1.096;
10483;1.097;
10484;1.097;
10485;1.097;
10486;1.096;
10487;1.097;
10488;1.096;
10489;1.097;
10490;1.097;
10491;1.096;
10492;1.096;
10493;1.097;
10494;1.096;
10495;1.097;
10496;1.096;
10497;1.096;
10498;1.096;
10499;1.096;
10500;1.097;
10501;1.097;
10502;1.096;
10503;1.096;
10504;1.097;
10505;1.096;
10506;1.097;
10507;1.097;
10508;1.097;
10509;1.097;
10510;1.097;
10511;1.097;
10512;1.097;
10513;1.097;
10514;1.096;
10515;1.096;
10516;1.096;
10517;1.096;
10518;1.097;
10519;1.097;
10520;1.096;
10521;1.096;
10522;1.096;
10523;1.096;
10524;1.096;
10525;1.096;
10526;1.096;
10527;1.096;
10528;1.097;
10529;1.096;
10530;1.096;
10531;1.096;
10532;1.096;
10533;1.096;
10534;1.096;
10535;1.096;
10536;1.096;
10537;1.097;
10538;1.096;
10539;1.096;
10540;1.096;
10541;1.096;
10542;1.096;
10543;1.096;
10544;1.097;
10545;1.097;
10546;1.096;
10547;1.096;
10548;1.096;
10549;1.095;
10550;1.096;
10551;1.097;
10552;1.096;
10553;1.096;
10554;1.096;
10555;1.096;
10556;1.097;
10557;1.096;
10558;1.095;
10559;1.095;
10560;1.096;
10561;1.095;
10562;1.096;
10563;1.096;
10564;1.096;
10565;1.096;
10566;1.096;
10567;1.096;
10568;1.095;
10569;1.095;
10570;1.096;
10571;1.096;
10572;1.096;
10573;1.096;
10574;1.095;
10575;1.095;
10576;1.095;
10577;1.096;
10578;1.096;
10579;1.095;
10580;1.096;
10581;1.095;
10582;1.096;
10583;1.096;
10584;1.096;
10585;1.096;
10586;1.096;
10587;1.095;
10588;1.096;
10589;1.095;
10590;1.094;
10591;1.095;
10592;1.095;
10593;1.095;
10594;1.096;
10595;1.095;
10596;1.095;
10597;1.095;
10598;1.096;
10599;1.095;
10600;1.095;
10601;1.095;
10602;1.095;
10603;1.095;
10604;1.096;
10605;1.094;
10606;1.095;
10607;1.094;
10608;1.095;
10609;1.095;
10610;1.095;
10611;1.095;
10612;1.095;
10613;1.095;
10614;1.095;
10615;1.094;
10616;1.095;
10617;1.095;
10618;1.096;
10619;1.094;
10620;1.094;
10621;1.095;
10622;1.095;
10623;1.095;
10624;1.095;
10625;1.095;
10626;1.095;
10627;1.095;
10628;1.094;
10629;1.094;
10630;1.095;
10631;1.095;
10632;1.094;
10633;1.095;
10634;1.094;
10635;1.094;
10636;1.095;
10637;1.095;
10638;1.094;
10639;1.094;
10640;1.095;
10641;1.096;
10642;1.094;
10643;1.094;
10644;1.094;
10645;1.094;
10646;1.095;
10647;1.094;
10648;1.094;
10649;1.095;
10650;1.094;
10651;1.094;
10652;1.095;
10653;1.095;
10654;1.094;
10655;1.095;
10656;1.094;
10657;1.095;
10658;1.094;
10659;1.095;
10660;1.094;
10661;1.094;
10662;1.094;
10663;1.094;
10664;1.094;
10665;1.095;
10666;1.094;
10667;1.095;
10668;1.094;
10669;1.095;
10670;1.094;
10671;1.094;
10672;1.095;
10673;1.095;
10674;1.095;
10675;1.095;
10676;1.094;
10677;1.094;
10678;1.093;
10679;1.094;
10680;1.094;
10681;1.094;
10682;1.094;
10683;1.093;
10684;1.094;
10685;1.094;
10686;1.094;
10687;1.094;
10688;1.094;
10689;1.094;
10690;1.094;
10691;1.093;
10692;1.093;
10693;1.093;
10694;1.094;
10695;1.093;
10696;1.094;
10697;1.093;
10698;1.095;
10699;1.094;
10700;1.094;
10701;1.093;
10702;1.093;
10703;1.094;
10704;1.093;
10705;1.094;
10706;1.094;
10707;1.094;
10708;1.094;
10709;1.093;
10710;1.094;
10711;1.094;
10712;1.093;
10713;1.093;
10714;1.094;
10715;1.094;
10716;1.093;
10717;1.093;
10718;1.094;
10719;1.093;
10720;1.093;
10721;1.093;
10722;1.093;
10723;1.094;
10724;1.093;
10725;1.094;
10726;1.094;
10727;1.093;
10728;1.094;
10729;1.093;
10730;1.093;
10731;1.093;
10732;1.093;
10733;1.093;
10734;1.093;
10735;1.094;
10736;1.093;
10737;1.093;
10738;1.093;
10739;1.093;
10740;1.093;
10741;1.093;
10742;1.093;
10743;1.093;
10744;1.094;
10745;1.093;
10746;1.093;
10747;1.093;
10748;1.093;
10749;1.093;
10750;1.093;
10751;1.092;
10752;1.093;
10753;1.093;
10754;1.092;
10755;1.093;
10756;1.093;
10757;1.093;
10758;1.093;
10759;1.093;
10760;1.092;
10761;1.093;
10762;1.093;
10763;1.093;
10764;1.093;
10765;1.093;
10766;1.093;
10767;1.092;
10768;1.093;
10769;1.093;
10770;1.093;
10771;1.093;
10772;1.092;
10773;1.093;
10774;1.092;
10775;1.092;
10776;1.092;
10777;1.093;
10778;1.093;
10779;1.093;
10780;1.092;
10781;1.093;
10782;1.092;
10783;1.092;
10784;1.092;
10785;1.092;
10786;1.093;
10787;1.092;
10788;1.093;
10789;1.092;
10790;1.092;
10791;1.092;
10792;1.092;
10793;1.093;
10794;1.093;
10795;1.093;
10796;1.092;
10797;1.092;
10798;1.093;
10799;1.092;
10800;1.092;
10801;1.092;
10802;1.092;
10803;1.093;
10804;1.092;
10805;1.092;
10806;1.092;
10807;1.092;
10808;1.092;
10809;1.092;
10810;1.091;
10811;1.092;
10812;1.092;
10813;1.091;
10814;1.091;
10815;1.092;
10816;1.093;
10817;1.092;
10818;1.092;
10819;1.092;
10820;1.092;
10821;1.092;
10822;1.092;
10823;1.091;
10824;1.092;
10825;1.092;
10826;1.092;
10827;1.092;
10828;1.091;
10829;1.092;
10830;1.092;
10831;1.091;
10832;1.091;
10833;1.092;
10834;1.091;
10835;1.092;
10836;1.091;
10837;1.092;
10838;1.092;
10839;1.092;
10840;1.092;
10841;1.092;
10842;1.091;
10843;1.091;
10844;1.091;
10845;1.091;
10846;1.092;
10847;1.092;
10848;1.091;
10849;1.091;
10850;1.091;
10851;1.091;
10852;1.091;
10853;1.091;
10854;1.091;
10855;1.091;
10856;1.092;
10857;1.091;
10858;1.09;
10859;1.091;
10860;1.091;
10861;1.091;
10862;1.092;
10863;1.091;
10864;1.091;
10865;1.091;
10866;1.091;
10867;1.091;
10868;1.091;
10869;1.091;
10870;1.09;
10871;1.091;
10872;1.09;
10873;1.091;
10874;1.091;
10875;1.091;
10876;1.092;
10877;1.091;
10878;1.09;
10879;1.091;
10880;1.091;
10881;1.091;
10882;1.091;
10883;1.091;
10884;1.091;
10885;1.091;
10886;1.091;
10887;1.09;
10888;1.091;
10889;1.091;
10890;1.09;
10891;1.091;
10892;1.09;
10893;1.09;
10894;1.09;
10895;1.09;
10896;1.091;
10897;1.091;
10898;1.09;
10899;1.091;
10900;1.091;
10901;1.09;
10902;1.09;
10903;1.09;
10904;1.09;
10905;1.09;
10906;1.09;
10907;1.09;
10908;1.091;
10909;1.09;
10910;1.09;
10911;1.09;
10912;1.09;
10913;1.09;
10914;1.09;
10915;1.091;
10916;1.09;
10917;1.089;
10918;1.09;
10919;1.09;
10920;1.089;
10921;1.09;
10922;1.09;
10923;1.09;
10924;1.09;
10925;1.09;
10926;1.09;
10927;1.09;
10928;1.09;
10929;1.09;
10930;1.09;
10931;1.089;
10932;1.09;
10933;1.09;
10934;1.089;
10935;1.089;
10936;1.091;
10937;1.09;
10938;1.09;
10939;1.089;
10940;1.091;
10941;1.089;
10942;1.09;
10943;1.089;
10944;1.089;
10945;1.09;
10946;1.09;
10947;1.089;
10948;1.089;
10949;1.09;
10950;1.09;
10951;1.089;
10952;1.09;
10953;1.09;
10954;1.089;
10955;1.09;
10956;1.089;
10957;1.09;
10958;1.089;
10959;1.089;
10960;1.089;
10961;1.089;
10962;1.089;
10963;1.088;
10964;1.089;
10965;1.089;
10966;1.089;
10967;1.089;
10968;1.089;
10969;1.089;
10970;1.089;
10971;1.089;
10972;1.089;
10973;1.088;
10974;1.089;
10975;1.089;
10976;1.089;
10977;1.089;
10978;1.089;
10979;1.088;
10980;1.089;
10981;1.089;
10982;1.089;
10983;1.088;
10984;1.089;
10985;1.089;
10986;1.089;
10987;1.089;
10988;1.088;
10989;1.089;
10990;1.089;
10991;1.089;
10992;1.089;
10993;1.088;
10994;1.089;
10995;1.088;
10996;1.089;
10997;1.089;
10998;1.089;
10999;1.089;
11000;1.088;
11001;1.088;
11002;1.089;
11003;1.088;
11004;1.088;
11005;1.089;
11006;1.088;
11007;1.089;
11008;1.088;
11009;1.089;
11010;1.089;
11011;1.089;
11012;1.089;
11013;1.088;
11014;1.088;
11015;1.089;
11016;1.089;
11017;1.089;
11018;1.088;
11019;1.088;
11020;1.088;
11021;1.089;
11022;1.087;
11023;1.088;
11024;1.088;
11025;1.088;
11026;1.088;
11027;1.088;
11028;1.088;
11029;1.088;
11030;1.088;
11031;1.088;
11032;1.088;
11033;1.088;
11034;1.088;
11035;1.089;
11036;1.089;
11037;1.088;
11038;1.089;
11039;1.088;
11040;1.087;
11041;1.088;
11042;1.088;
11043;1.089;
11044;1.088;
11045;1.087;
11046;1.088;
11047;1.088;
11048;1.087;
11049;1.088;
11050;1.088;
11051;1.088;
11052;1.087;
11053;1.088;
11054;1.088;
11055;1.087;
11056;1.088;
11057;1.087;
11058;1.088;
11059;1.088;
11060;1.087;
11061;1.088;
11062;1.087;
11063;1.087;
11064;1.087;
11065;1.087;
11066;1.088;
11067;1.087;
11068;1.087;
11069;1.088;
11070;1.088;
11071;1.087;
11072;1.087;
11073;1.087;
11074;1.087;
11075;1.087;
11076;1.087;
11077;1.087;
11078;1.087;
11079;1.086;
11080;1.087;
11081;1.087;
11082;1.088;
11083;1.087;
11084;1.087;
11085;1.087;
11086;1.087;
11087;1.087;
11088;1.087;
11089;1.087;
11090;1.088;
11091;1.087;
11092;1.087;
11093;1.087;
11094;1.086;
11095;1.087;
11096;1.086;
11097;1.087;
11098;1.086;
11099;1.087;
11100;1.087;
11101;1.087;
11102;1.087;
11103;1.087;
11104;1.086;
11105;1.087;
11106;1.087;
11107;1.087;
11108;1.087;
11109;1.087;
11110;1.087;
11111;1.087;
11112;1.086;
11113;1.086;
11114;1.086;
11115;1.087;
11116;1.086;
11117;1.086;
11118;1.087;
11119;1.085;
11120;1.086;
11121;1.087;
11122;1.086;
11123;1.087;
11124;1.086;
11125;1.087;
11126;1.087;
11127;1.087;
11128;1.086;
11129;1.086;
11130;1.085;
11131;1.085;
11132;1.086;
11133;1.086;
11134;1.086;
11135;1.087;
11136;1.086;
11137;1.086;
11138;1.086;
11139;1.086;
11140;1.085;
11141;1.086;
11142;1.086;
11143;1.086;
11144;1.086;
11145;1.086;
11146;1.087;
11147;1.086;
11148;1.086;
11149;1.086;
11150;1.086;
11151;1.085;
11152;1.085;
11153;1.086;
11154;1.085;
11155;1.087;
11156;1.085;
11157;1.086;
11158;1.086;
11159;1.085;
11160;1.086;
11161;1.085;
11162;1.085;
11163;1.086;
11164;1.086;
11165;1.086;
11166;1.086;
11167;1.085;
11168;1.085;
11169;1.086;
11170;1.086;
11171;1.086;
11172;1.086;
11173;1.085;
11174;1.086;
11175;1.085;
11176;1.085;
11177;1.085;
11178;1.085;
11179;1.085;
11180;1.085;
11181;1.085;
11182;1.085;
11183;1.086;
11184;1.085;
11185;1.085;
11186;1.085;
11187;1.085;
11188;1.086;
11189;1.085;
11190;1.085;
11191;1.084;
11192;1.085;
11193;1.085;
11194;1.084;
11195;1.085;
11196;1.084;
11197;1.085;
11198;1.085;
11199;1.085;
11200;1.085;
11201;1.085;
11202;1.085;
11203;1.085;
11204;1.085;
11205;1.085;
11206;1.084;
11207;1.084;
11208;1.085;
11209;1.085;
11210;1.085;
11211;1.084;
11212;1.085;
11213;1.085;
